NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status,Geolocation,Latitude,Longitude,Geocode Source,Geocode Match,Matched Address
490006200992,UT-82-82100,4900062,UT-82,PK,12,Freedom Preparatory Academy,Freedom Preparatory Academy,Utah County,1190 W 900 N,PROVO,UT,84604,,(801)437-3100,12,"City, Midsize",Yes,1248.00000,77.39000,16.1300000,413.00000,116.00000,–,Regular,Open,"40.246228993645, -111.67891725476",40.246228993645,-111.67891725476,US Census Geocoder,Exact,"1190 W 900 N, PROVO, UT, 84604"
490006201492,UT-82-82105,4900062,UT-82,PK,06,Freedom Preparatory Academy - Vineyard,Freedom Preparatory Academy,Utah County,426 North 100 West,VINEYARD,UT,84058,,(801)437-3100,21,"Suburban, Large",Yes,505.00000,30.00000,16.8300000,66.00000,41.00000,–,Regular,Open,"40.304316672379, -111.755705984817",40.304316672379,-111.755705984817,US Census Geocoder,Non_Exact,"426 N 100 W, VINEYARD, UT, 84059"
490006201610,UT-82-82104,4900062,UT-82,KG,12,Freedom Preparatory Academy Washington,Freedom Preparatory Academy,Washington County,5600 So Carnelian Parkway,SAINT GEORGE,UT,84790,,(801)437-3100,41,"Rural, Fringe",Yes,412.00000,20.75000,19.8600000,63.00000,33.00000,–,Regular,Open,,,,,,
490003000908,UT-01-01125,4900030,UT-01,PK,06,Freedom School,Alpine District,Utah County,10326 N 6800 W,HIGHLAND,UT,84003,,(801)610-8707,21,"Suburban, Large",No,670.00000,27.40000,24.4500000,42.00000,11.00000,–,Regular,Open,"40.41923145037, -111.821080358343",40.41923145037,-111.821080358343,US Census Geocoder,Exact,"10326 N 6800 W, HIGHLAND, UT, 84003"
490120000781,UT-35-35115,4901200,UT-35,KG,06,Freedom School,Weber District,Weber County,4555 W 5500 S,HOOPER,UT,84315,,(801)452-4100,21,"Suburban, Large",No,784.00000,38.00000,20.6300000,156.00000,90.00000,–,Regular,Open,"41.163763571052, -112.090513540515",41.163763571052,-112.090513540515,US Census Geocoder,Exact,"4555 W 5500 S, HOOPER, UT, 84315"
490120000221,UT-35-35706,4901200,UT-35,10,12,Fremont High,Weber District,Weber County,1975 N 4700 W,PLAIN CITY,UT,84404,,(801)452-4000,21,"Suburban, Large",No,1448.00000,62.41000,23.2000000,201.00000,65.00000,–,Regular,Open,"41.293674278588, -112.092596427839",41.293674278588,-112.092596427839,US Census Geocoder,Exact,"1975 N 4700 W, PLAIN CITY, UT, 84404"
490003001454,UT-01-01417,4900030,UT-01,07,09,Frontier Middle School,Alpine District,Utah County,1427 East Mid Valley Road,EAGLE MOUNTAIN,UT,84005,,(801)610-8777,41,"Rural, Fringe",No,1781.00000,65.86000,27.0400000,274.00000,108.00000,–,Regular,Open,"40.3341697, -112.0159816",40.3341697,-112.0159816,OpenStreetMap Nominatim,Fallback,"Frontier Middle School, 1427, East Mid Valley Road, Eagle Mountain, Utah County, Utah, 84005, United States"
490030001622,UT-10-10150,4900300,UT-10,KG,06,Garfield Online,Garfield District,Garfield County,P.O.Box 398,PANGUITCH,UT,84759,,(435)676-8821,43,"Rural, Remote",No,705.00000,5.75000,122.6100000,71.00000,9.00000,–,Regular,Open,,,,,,
490009000053,UT-03-03136,4900090,UT-03,KG,05,Garland School,Box Elder District,Box Elder County,450 S. 100 W.,GARLAND,UT,84312,,(435)515-4300,32,"Town, Distant",No,658.00000,32.00000,20.5600000,137.00000,54.00000,–,Regular,Open,"41.736330239847, -112.1638909524",41.736330239847,-112.1638909524,US Census Geocoder,Exact,"450 S 100 W, GARLAND, UT, 84312"
490054000360,UT-17-17120,4900540,UT-17,KG,06,Garrison School,Millard District,Millard County,P O BOX 10,GARRISON,UT,84728,,(435)855-2321,43,"Rural, Remote",No,18.00000,1.00000,18.0000000,†,†,†,Regular,Open,"38.9346627, -114.0356946",38.9346627,-114.0356946,OpenStreetMap Nominatim,Fallback,"Garrison School, SR 21, Garrison, Millard County, Utah, United States"
490012201214,UT-7E-7E100,4900122,UT-7E,KG,08,Gateway Preparatory Academy,Gateway Preparatory Academy,Iron County,201 E THOROUGHBRED WAY,ENOCH,UT,84721,,(435)867-5558,41,"Rural, Fringe",Yes,732.00000,32.26000,22.6900000,298.00000,94.00000,–,Regular,Open,"37.746720099705, -113.064788357956",37.746720099705,-113.064788357956,US Census Geocoder,Non_Exact,"201 THOROUGHBRED WAY, ENOCH, UT, 84721"
490036001115,UT-12-12131,4900360,UT-12,PK,06,Gearld Wright School,Granite District,Salt Lake County,6760 W 3100 S,SALT LAKE CITY,UT,84128,,(801)646-5480,21,"Suburban, Large",No,532.00000,24.50000,21.7100000,149.00000,43.00000,–,Regular,Open,"40.703793277485, -112.052625035739",40.703793277485,-112.052625035739,US Census Geocoder,Exact,"6760 W 3100 S, SALT LAKE CITY, UT, 84128"
490004601147,UT-5D-5D100,4900046,UT-5D,KG,08,George Washington Academy,George Washington Academy,Washington County,2277 S 3000 E,ST GEORGE,UT,84790,,(435)673-2232,41,"Rural, Fringe",Yes,1013.00000,44.00000,23.0200000,138.00000,54.00000,–,Regular,Open,"37.067125170225, -113.522154576565",37.067125170225,-113.522154576565,US Census Geocoder,Exact,"2277 S 3000 E, ST GEORGE, UT, 84790"
490072001265,UT-37-37729,4900720,UT-37,07,12,George Washington High,Ogden City District,Weber County,455 28TH STREET,OGDEN,UT,84401,,(801)737-7400,13,"City, Small",No,281.00000,10.65000,26.3800000,146.00000,15.00000,–,Other/Alternative,Open,"41.214305589041, -111.969424459284",41.214305589041,-111.969424459284,US Census Geocoder,Exact,"455 28TH ST, OGDEN, UT, 84401"
490014201637,UT-42-42125,4900142,UT-42,KG,05,Glacier Hills Elementary,Canyons District,Salt Lake County,1085 E 900 South,SANDY,UT,84094,,(801)826-8500,21,"Suburban, Large",No,626.00000,31.87000,19.6400000,191.00000,44.00000,–,Regular,Open,"40.5525030, -111.8659281",40.5525030,-111.8659281,OpenStreetMap Nominatim,Fallback,"Segovia Circle, Silver Sage, Sandy, Salt Lake County, Utah, 84094, United States"
490087000492,UT-36-36412,4900870,UT-36,06,08,Glendale Middle,Salt Lake District,Salt Lake County,1430 W ANDREW AVE,SALT LAKE CITY,UT,84104,,(801)974-8320,12,"City, Midsize",No,678.00000,38.66000,17.5400000,656.00000,3.00000,–,Regular,Open,"40.736872975383, -111.930603862766",40.736872975383,-111.930603862766,US Census Geocoder,Non_Exact,"1430 ANDREW AVE, SALT LAKE CITY, UT, 84104"
490042001502,UT-14-14139,4900420,UT-14,KG,06,Golden Fields School,Jordan District,Salt Lake County,10252 S. Split Rock Drive,SOUTH JORDAN,UT,84009,,(801)567-8910,21,"Suburban, Large",No,854.00000,41.30000,20.6800000,80.00000,25.00000,–,Regular,Open,"40.564267952833, -112.013763504579",40.564267952833,-112.013763504579,US Census Geocoder,Exact,"10252 S SPLIT ROCK DR, SOUTH JORDAN, UT, 84009"
490009001624,UT-03-03115,4900090,UT-03,PK,05,Golden Spike Elementary,Box Elder District,Box Elder County,730 East 300 North,BRIGHAM CITY,UT,84302,,(435)515-5500,31,"Town, Fringe",No,924.00000,43.00000,21.4900000,278.00000,56.00000,–,Regular,Open,"41.517296592902, -112.004651590205",41.517296592902,-112.004651590205,US Census Geocoder,Exact,"730 E 300 N, BRIGHAM CITY, UT, 84302"
490014201380,UT-42-42180,4900142,UT-42,KG,08,Goldminer's Daughter,Canyons District,Salt Lake County,GOLDMINER'S DAUGHTER LODGE,ALTA,UT,84092,,(801)826-8575,42,"Rural, Distant",No,11.00000,1.00000,11.0000000,2.00000,1.00000,–,Regular,Open,"40.5891360, -111.6387850",40.5891360,-111.6387850,OpenStreetMap Nominatim,Fallback,"Goldminer's Daughter Lodge, Alta Entry Road, Alta, Salt Lake County, Utah, 85092, United States"
490014701389,UT-8G-8G100,4900147,UT-8G,KG,06,Good Foundations Academy,Good Foundations Academy,Weber County,5101 S 1050 W,RIVERDALE,UT,84405,,(801)393-2950,21,"Suburban, Large",Yes,441.00000,23.00000,19.1700000,114.00000,35.00000,–,Regular,Open,"41.171837472716, -112.005669137233",41.171837472716,-112.005669137233,US Census Geocoder,Non_Exact,"5101 1050 WEST ST, RIVERDALE, UT, 84405"
490063000383,UT-19-19120,4900630,UT-19,PK,06,Goshen School,Nebo District,Utah County,60 N CENTER,GOSHEN,UT,84633,,(801)667-3361,42,"Rural, Distant",No,327.00000,13.05000,25.0600000,104.00000,28.00000,–,Regular,Open,"39.951585257683, -111.90033520944",39.951585257683,-111.90033520944,US Census Geocoder,Non_Exact,"60 S CENTER ST, GOSHEN, UT, 84633"
490033000191,UT-11-11704,4900330,UT-11,09,12,Grand County High,Grand District,Grand County,608 S 400 E,MOAB,UT,84532,,(435)259-8931,33,"Town, Remote",No,469.00000,30.69000,15.2800000,150.00000,23.00000,–,Regular,Open,"38.562749324814, -109.542954795626",38.562749324814,-109.542954795626,US Census Geocoder,Exact,"608 S 400 E, MOAB, UT, 84532"
490033000192,UT-11-11404,4900330,UT-11,07,08,Grand County Middle,Grand District,Grand County,439 S 100 E,MOAB,UT,84532,,(435)259-7158,33,"Town, Remote",No,221.00000,13.38000,16.5200000,92.00000,12.00000,–,Regular,Open,"38.566867797671, -109.548741797745",38.566867797671,-109.548741797745,US Census Geocoder,Exact,"439 S 100 E, MOAB, UT, 84532"
490036000218,UT-12-12708,4900360,UT-12,08,12,Granger High,Granite District,Salt Lake County,3690 S 3600 W,WEST VALLEY CITY,UT,84119,,(385)646-5320,21,"Suburban, Large",No,3267.00000,128.70000,25.3800000,1615.00000,299.00000,–,Regular,Open,"40.69157661243, -111.977150321381",40.69157661243,-111.977150321381,US Census Geocoder,Exact,"3690 S 3600 W, WEST VALLEY CITY, UT, 84119"
490036000219,UT-12-12128,4900360,UT-12,PK,06,Granger School,Granite District,Salt Lake County,3702 S 1950 W,WEST VALLEY CITY,UT,84119,,(385)646-4852,21,"Suburban, Large",No,716.00000,33.00000,21.7000000,288.00000,66.00000,–,Regular,Open,"40.690982698949, -111.943711732777",40.690982698949,-111.943711732777,US Census Geocoder,Exact,"3702 S 1950 W, WEST VALLEY CITY, UT, 84119"
490036000220,UT-12-12740,4900360,UT-12,KG,12,Granite Connection High,Granite District,Salt Lake County,501 E 3900 S,SALT LAKE CITY,UT,84107,,(385)646-5435,21,"Suburban, Large",No,541.00000,37.03000,14.6100000,300.00000,34.00000,–,Other/Alternative,Open,"40.687116265634, -111.876910217141",40.687116265634,-111.876910217141,US Census Geocoder,Exact,"501 E 3900 S, SALT LAKE CITY, UT, 84107"
490036000223,UT-12-12416,4900360,UT-12,06,08,Granite Park Jr High,Granite District,Salt Lake County,3031 S 200 E,SALT LAKE CITY,UT,84115,,(385)646-5174,21,"Suburban, Large",No,800.00000,38.04000,21.0300000,515.00000,42.00000,–,Regular,Open,"40.704693264328, -111.885383693008",40.704693264328,-111.885383693008,US Census Geocoder,Exact,"3031 S 200 E, SALT LAKE CITY, UT, 84115"
490036001478,UT-12-12901,4900360,UT-12,PK,PK,Granite Preschool,Granite District,Salt Lake County,2500 S State St.,SALT LAKE CITY,UT,84115,,(385)646-4672,21,"Suburban, Large",No,0.00000,0.00000,†,†,†,†,Regular,Open,"40.716224671871, -111.888324863923",40.716224671871,-111.888324863923,US Census Geocoder,Exact,"2500 S STATE ST, SALT LAKE CITY, UT, 84115"
490014200304,UT-42-42130,4900142,UT-42,KG,05,Granite School,Canyons District,Salt Lake County,9760 S 3100 E,SANDY,UT,84092,,(801)826-8575,21,"Suburban, Large",No,303.00000,17.00000,17.8200000,32.00000,2.00000,–,Regular,Open,"40.574015681392, -111.805655238698",40.574015681392,-111.805655238698,US Census Geocoder,Exact,"9760 S 3100 E, SANDY, UT, 84092"
490036001119,UT-12-12775,4900360,UT-12,07,12,Granite Technical Institute,Granite District,Salt Lake County,2500 S STATE,SALT LAKE CITY,UT,84115,,(385)646-4350,21,"Suburban, Large",No,86.00000,37.23000,2.3100000,17.00000,2.00000,–,Vocational,Open,"40.716224671871, -111.888324863923",40.716224671871,-111.888324863923,US Census Geocoder,Non_Exact,"2500 S STATE ST, SALT LAKE CITY, UT, 84115"
490060000368,UT-40-40112,4900600,UT-40,KG,06,Grant School,Murray District,Salt Lake County,662 W 6140 S,MURRAY,UT,84123,,(801)264-7416,13,"City, Small",No,322.00000,15.50000,20.7700000,71.00000,8.00000,–,Regular,Open,"40.6378314, -111.9082613",40.6378314,-111.9082613,OpenStreetMap Nominatim,Fallback,"Grant Elementary School, 662, Bulldog Circle, Murray, Salt Lake County, Utah, 84123, United States"
490105000566,UT-30-30708,4901050,UT-30,09,12,Grantsville High,Tooele District,Tooele County,155 E CHERRY ST,GRANTSVILLE,UT,84029,,(435)884-4500,32,"Town, Distant",No,1094.00000,51.55000,21.2200000,106.00000,38.00000,–,Regular,Open,"40.595183730563, -112.468089709806",40.595183730563,-112.468089709806,US Census Geocoder,Non_Exact,"155 W CHERRY ST, GRANTSVILLE, UT, 84029"
490105000784,UT-30-30308,4901050,UT-30,07,08,Grantsville Jr High,Tooele District,Tooele County,318 S HALE,GRANTSVILLE,UT,84029,,(435)884-4510,41,"Rural, Fringe",No,550.00000,28.26000,19.4600000,92.00000,22.00000,–,Regular,Open,"40.591441102902, -112.463951123464",40.591441102902,-112.463951123464,US Census Geocoder,Non_Exact,"318 S HALE ST, GRANTSVILLE, UT, 84029"
490105000567,UT-30-30108,4901050,UT-30,PK,06,Grantsville School,Tooele District,Tooele County,50 S PARK ST,GRANTSVILLE,UT,84029,,(435)884-9991,32,"Town, Distant",No,695.00000,31.50000,22.0600000,113.00000,34.00000,–,Regular,Open,"40.597925354728, -112.46714000952",40.597925354728,-112.46714000952,US Census Geocoder,Non_Exact,"50 PARK ST, GRANTSVILLE, UT, 84029"
490120000616,UT-35-35111,4901200,UT-35,KG,06,Green Acres School,Weber District,Weber County,640 E 1900 N,OGDEN,UT,84414,,(801)452-4420,21,"Suburban, Large",No,496.00000,23.00000,21.5700000,77.00000,33.00000,–,Regular,Open,"41.293124797135, -111.961670072426",41.293124797135,-111.961670072426,US Census Geocoder,Exact,"640 E 1900 N, OGDEN, UT, 84414"
490012001512,UT-04-04703,4900120,UT-04,08,12,Green Canyon High School,Cache District,Cache County,2960 N. Wolf Pack Way,NORTH LOGAN,UT,84341,,(435)792-9300,22,"Suburban, Midsize",No,1677.00000,67.20000,24.9600000,239.00000,95.00000,–,Regular,Open,"41.7855918, -111.8286626",41.7855918,-111.8286626,OpenStreetMap Nominatim,Fallback,"Green Canyon High School, 2960, Wolf Pack Way, North Logan, Cache County, Utah, 84341, United States"
490027000179,UT-09-09704,4900270,UT-09,07,12,Green River High,Emery District,Emery County,P.O. BOX 450,GREEN RIVER,UT,84525,,(435)564-3461,43,"Rural, Remote",No,83.00000,9.11000,9.1100000,45.00000,4.00000,–,Regular,Open,"38.9952294, -110.1617250",38.9952294,-110.1617250,OpenStreetMap Nominatim,Fallback,"Green River, Emery County, Utah, 84525, United States"
490012000139,UT-04-04118,4900120,UT-04,PK,06,Greenville School,Cache District,Cache County,2450 N 400 E,NORTH LOGAN,UT,84341,,(435)750-7888,22,"Suburban, Midsize",No,527.00000,23.46000,22.4600000,152.00000,61.00000,–,Regular,Open,"41.776888114892, -111.822881572312",41.776888114892,-111.822881572312,US Census Geocoder,Exact,"2450 N 400 E, NORTH LOGAN, UT, 84341"
490017701468,UT-7J-7J100,4900177,UT-7J,KG,08,Greenwood Charter School,Greenwood Charter School,Weber County,840 North Highway 89,OGDEN,UT,84404,,(801)590-2972,21,"Suburban, Large",Yes,354.00000,23.60000,15.0000000,142.00000,49.00000,–,Regular,Open,"41.273244288375, -111.979807185417",41.273244288375,-111.979807185417,US Census Geocoder,Non_Exact,"840 US HWY 89, OGDEN, UT, 84404"
490003000012,UT-01-01132,4900030,UT-01,PK,06,Greenwood School,Alpine District,Utah County,50 E 200 S,AMERICAN FORK,UT,84003,,(801)610-8708,21,"Suburban, Large",No,713.00000,32.64000,21.8400000,185.00000,43.00000,–,Regular,Open,"40.37263620837, -111.797273815542",40.37263620837,-111.797273815542,US Census Geocoder,Exact,"50 E 200 S, AMERICAN FORK, UT, 84003"
490009000054,UT-03-03140,4900090,UT-03,KG,06,Grouse Creek Elementary,Box Elder District,Box Elder County,1 W BUCKAROO BLVD,GROUSE CREEK,UT,84313,,(435)515-5211,43,"Rural, Remote",No,8.00000,1.00000,8.0000000,‡,‡,–,Regular,Open,,,,,,
490009000915,UT-03-03710,4900090,UT-03,07,10,Grouse Creek Secondary,Box Elder District,Box Elder County,1 W BUCKAROO BLVD,GROUSE CREEK,UT,84313,,(435)515-5211,43,"Rural, Remote",No,1.00000,0.00000,†,†,†,†,Regular,Open,,,,,,
490003000013,UT-01-01136,4900030,UT-01,PK,06,Grovecrest School,Alpine District,Utah County,1037 Noth 300 East,PLEASANT GROVE,UT,84062,,(801)610-8109,21,"Suburban, Large",No,684.00000,26.16000,26.1500000,133.00000,28.00000,–,Regular,Open,"40.374706817964, -111.735762761155",40.374706817964,-111.735762761155,US Census Geocoder,Non_Exact,"1037 N 300 E, PLEASANT GROVE, UT, 84062"
490007201174,UT-1E-1E100,4900072,UT-1E,PK,06,Guadalupe School,Guadalupe School,Salt Lake County,1385 N 1200 W,SALT LAKE CITY,UT,84116,,(801)531-6100,12,"City, Midsize",Yes,390.00000,12.00000,32.5000000,283.00000,66.00000,–,Regular,Open,"40.798771179748, -111.925630614154",40.798771179748,-111.925630614154,US Census Geocoder,Exact,"1385 N 1200 W, SALT LAKE CITY, UT, 84116"
490096000550,UT-27-27704,4900960,UT-27,09,12,Gunnison Valley High,South Sanpete District,Sanpete County,PO BOX 460,GUNNISON,UT,84634,,(435)528-7256,43,"Rural, Remote",No,319.00000,21.89000,14.5700000,91.00000,37.00000,–,Regular,Open,"39.1429864, -111.8168159",39.1429864,-111.8168159,OpenStreetMap Nominatim,Fallback,"Gunnison Valley High School, 600 South, Gunnison, Sanpete County, Utah, 84634, United States"
490096000668,UT-27-27302,4900960,UT-27,06,08,Gunnison Valley Middle,South Sanpete District,Sanpete County,PO BOX 1090,GUNNISON,UT,84634,,(435)528-5337,43,"Rural, Remote",No,262.00000,14.45000,18.1300000,79.00000,40.00000,–,Regular,Open,,,,,,
490096000551,UT-27-27112,4900960,UT-27,PK,05,Gunnison Valley School,South Sanpete District,Sanpete County,PO BOX 369,GUNNISON,UT,84634,,(435)528-7880,43,"Rural, Remote",No,584.00000,27.21000,21.4600000,216.00000,84.00000,–,Regular,Open,"39.1552391, -111.8182580",39.1552391,-111.8182580,OpenStreetMap Nominatim,Fallback,"Gunnison, Sanpete County, Utah, 84634, United States"
490021000108,UT-07-07114,4900210,UT-07,PK,06,H C Burton School,Davis District,Davis County,827 E 200 S,KAYSVILLE,UT,84037,,(801)402-3150,21,"Suburban, Large",No,687.00000,26.00000,26.4200000,53.00000,10.00000,–,Regular,Open,"41.031737668883, -111.919697089866",41.031737668883,-111.919697089866,US Census Geocoder,Exact,"827 E 200 S, KAYSVILLE, UT, 84037"
490120000617,UT-35-35110,4901200,UT-35,KG,06,H Guy Child School,Weber District,Weber County,655 E 5500 S,OGDEN,UT,84405,,(801)452-4140,21,"Suburban, Large",No,380.00000,19.49000,19.5000000,101.00000,33.00000,–,Regular,Open,"41.163064993087, -111.963492605236",41.163064993087,-111.963492605236,US Census Geocoder,Exact,"655 E 5500 S, OGDEN, UT, 84405"
490117000608,UT-34-34108,4901170,UT-34,PK,06,Hanksville School,Wayne District,Wayne County,P O BOX 69,HANKSVILLE,UT,84734,,(435)542-3291,43,"Rural, Remote",No,24.00000,1.10000,21.8200000,15.00000,4.00000,–,Regular,Open,"38.3720153, -110.7152111",38.3720153,-110.7152111,OpenStreetMap Nominatim,Fallback,"Hanksville School, Center Street, Hanksville, Wayne County, Utah, 84734, United States"
490003001614,UT-01-01101,4900030,UT-01,PK,06,Harbor Point Elementary,Alpine District,Utah County,4189 S Schooner Drive,SARATOGA SPRINGS,UT,84045,,(801)610-8400,41,"Rural, Fringe",No,735.00000,29.26000,25.1200000,93.00000,31.00000,–,Regular,Open,"40.286901044203, -111.872563578566",40.286901044203,-111.872563578566,US Census Geocoder,Exact,"4189 S SCHOONER DR, SARATOGA SPRINGS, UT, 84045"
490009000239,UT-03-03304,4900090,UT-03,06,07,Harris Intermediate,Box Elder District,Box Elder County,515 N HUSKY WAY,TREMONTON,UT,84337,,(435)515-5000,32,"Town, Distant",No,862.00000,36.61000,23.5500000,225.00000,75.00000,–,Regular,Open,"41.7168123, -112.1775446",41.7168123,-112.1775446,OpenStreetMap Nominatim,Fallback,"Alice C Harris Intermediate School, North 800 West, Archibald Estates, Tremonton, Box Elder County, Utah, 84312, United States"
490036000656,UT-12-12193,4900360,UT-12,PK,06,Harry S. Truman School,Granite District,Salt Lake County,4639 S 3200 W,WEST VALLEY CITY,UT,84119,,(385)646-5044,21,"Suburban, Large",No,317.00000,14.50000,21.8600000,121.00000,20.00000,–,Regular,Open,"40.669218273537, -111.967386451127",40.669218273537,-111.967386451127,US Census Geocoder,Exact,"4639 S 3200 W, WEST VALLEY CITY, UT, 84119"
490036000224,UT-12-12810,4900360,UT-12,KG,08,Hartvigsen School,Granite District,Salt Lake County,1510 W 5400 S,TAYLORSVILLE,UT,84123,,(385)646-4585,21,"Suburban, Large",No,76.00000,20.44000,3.7200000,30.00000,7.00000,–,Special Education,Open,"40.653141446806, -111.93437068938",40.653141446806,-111.93437068938,US Census Geocoder,Exact,"1510 W 5400 S, TAYLORSVILLE, UT, 84123"
490003001112,UT-01-01138,4900030,UT-01,PK,06,Harvest School,Alpine District,Utah County,2105 N PROVIDENCE DRIVE,SARATOGA SPRINGS,UT,84045,,(801)610-8709,21,"Suburban, Large",No,1031.00000,40.67000,25.3500000,94.00000,45.00000,–,Regular,Open,"40.401969868071, -111.931984365032",40.401969868071,-111.931984365032,US Census Geocoder,Exact,"2105 N PROVIDENCE DR, SARATOGA SPRINGS, UT, 84045"
490120001628,UT-35-35143,4901200,UT-35,KG,06,Haven Bay Elementary,Weber District,Weber County,5020 W 3300 S,WEST HAVEN,UT,84401,,(801)622-6270,21,"Suburban, Large",No,481.00000,20.84000,23.0800000,48.00000,15.00000,–,Regular,New,"41.205576237477, -112.100785084468",41.205576237477,-112.100785084468,US Census Geocoder,Exact,"5020 W 3300 S, WEST HAVEN, UT, 84401"
490013701493,UT-8F-8F110,4900137,UT-8F,KG,06,Hawthorn Academy South Jordan,Hawthorn Academy,Salt Lake County,1437 W 11400 S,SOUTH JORDAN,UT,84095,,(801)260-3040,21,"Suburban, Large",Yes,621.00000,31.00000,20.0300000,131.00000,30.00000,–,Regular,Open,"40.544137479817, -111.932626878565",40.544137479817,-111.932626878565,US Census Geocoder,Exact,"1437 W 11400 S, SOUTH JORDAN, UT, 84095"
490013701298,UT-8F-8F100,4900137,UT-8F,KG,09,Hawthorn Academy West Jordan,Hawthorn Academy,Salt Lake County,9062 S 2200 W,WEST JORDAN,UT,84088,,(801)282-9066,21,"Suburban, Large",Yes,743.00000,43.86000,16.9400000,147.00000,47.00000,–,Regular,Open,"40.58660569453, -111.948309067559",40.58660569453,-111.948309067559,US Census Geocoder,Exact,"9062 S 2200 W, WEST JORDAN, UT, 84088"
490042000655,UT-14-14131,4900420,UT-14,KG,06,Hayden Peak School,Jordan District,Salt Lake County,5120 W HAYDEN PEAK DR,WEST JORDAN,UT,84081,,(801)280-0722,21,"Suburban, Large",No,723.00000,32.50000,22.2500000,154.00000,68.00000,–,Regular,Open,"40.6051437, -112.0132552",40.6051437,-112.0132552,OpenStreetMap Nominatim,Fallback,"Hayden Peak Elementary School, Barneys Creek Trail, West Jordan, Salt Lake County, Utah, 84081, United States"
490036001237,UT-12-12610,4900360,UT-12,PK,KG,Headstart Preschool Special Education,Granite District,Salt Lake County,2500 S STATE ST,SALT LAKE CITY,UT,84115,,(385)646-4672,21,"Suburban, Large",No,2.00000,26.50000,0.0800000,†,†,†,Special Education,Open,"40.716224671871, -111.888324863923",40.716224671871,-111.888324863923,US Census Geocoder,Exact,"2500 S STATE ST, SALT LAKE CITY, UT, 84115"
490042000873,UT-14-14132,4900420,UT-14,KG,06,Heartland School,Jordan District,Salt Lake County,1451 W 7000 S,WEST JORDAN,UT,84084,,(801)565-7533,21,"Suburban, Large",No,403.00000,28.75000,14.0200000,224.00000,42.00000,–,Regular,Open,"40.624020310304, -111.933217725397",40.624020310304,-111.933217725397,US Census Geocoder,Exact,"1451 W 7000 S, WEST JORDAN, UT, 84084"
490111000499,UT-32-32106,4901110,UT-32,PK,05,Heber Valley School,Wasatch District,Wasatch County,730 S 600 W,HEBER CITY,UT,84032,,(435)654-0112,32,"Town, Distant",No,561.00000,35.25000,15.9100000,204.00000,40.00000,–,Regular,Open,"40.505635369595, -111.423230182247",40.505635369595,-111.423230182247,US Census Geocoder,Exact,"730 S 600 W, HEBER CITY, UT, 84032"
490033000893,UT-11-11106,4900330,UT-11,KG,06,Helen M. Knight School,Grand District,Grand County,505 N MIVIDA DR,MOAB,UT,84532,,(435)259-7350,33,"Town, Remote",No,686.00000,36.41000,18.8400000,259.00000,46.00000,–,Regular,Open,"38.5833826, -109.5566500",38.5833826,-109.5566500,OpenStreetMap Nominatim,Fallback,"Mivida Drive, Moab, Grand County, Utah, 84532, United States"
490015000092,UT-05-05408,4900150,UT-05,06,08,Helper Middle,Carbon District,Carbon County,151 UINTAH ST,HELPER,UT,84526,,(435)472-5441,33,"Town, Remote",No,199.00000,12.49000,15.9300000,83.00000,13.00000,–,Regular,Open,"39.689588291661, -110.85912167218",39.689588291661,-110.85912167218,US Census Geocoder,Exact,"151 UINTAH ST, HELPER, UT, 84526"
490114000606,UT-33-33120,4901140,UT-33,PK,05,Heritage School,Washington District,Washington County,747 E RIVERSIDE DR,SAINT GEORGE,UT,84790,,(435)628-4427,12,"City, Midsize",No,526.00000,24.80000,21.2100000,213.00000,51.00000,–,Regular,Open,"37.08694024213, -113.566748606838",37.08694024213,-113.566748606838,US Census Geocoder,Exact,"747 E RIVERSIDE DR, SAINT GEORGE, UT, 84790"
490021000759,UT-07-07157,4900210,UT-07,PK,06,Heritage School,Davis District,Davis County,1354 W WEAVER LANE,LAYTON,UT,84041,,(801)402-1200,21,"Suburban, Large",No,623.00000,31.61000,19.7100000,48.00000,6.00000,–,Regular,Open,"41.044472318697, -111.991248063719",41.044472318697,-111.991248063719,US Census Geocoder,Non_Exact,"1354 WEAVER LN, LAYTON, UT, 84041"
490072001280,UT-37-37119,4900720,UT-37,PK,06,Heritage School,Ogden City District,Weber County,373 S 150 W,OGDEN,UT,84404,,(801)737-8000,13,"City, Small",No,647.00000,34.00000,19.0300000,336.00000,54.00000,–,Regular,Open,"41.256790415016, -111.980080393069",41.256790415016,-111.980080393069,US Census Geocoder,Exact,"373 S 150 W, OGDEN, UT, 84404"
490012001379,UT-04-04120,4900120,UT-04,PK,06,Heritage School,Cache District,Cache County,925 W 3200 S,NIBLEY,UT,84321,,(435)792-7696,22,"Suburban, Midsize",No,724.00000,31.71000,22.8300000,92.00000,59.00000,–,Regular,Open,"41.675004857404, -111.854218264843",41.675004857404,-111.854218264843,US Census Geocoder,Exact,"925 W 3200 S, NIBLEY, UT, 84321"
